PartitionKey,RowKey,Timestamp,userSurveyRating,userSurveyRating@type,wizardSurveyTaskSuccessful,wizardSurveyTaskSuccessful@type
convs-quality,00184a67-f49c-4030-8ce7-04bf9c1ab4ff,2020-05-22T16:02:34.577Z,2,Edm.Double,true,Edm.Boolean
convs-quality,0047888d-4668-4bd2-988e-25a848851ee8,2020-05-22T16:02:40.297Z,5,Edm.Double,true,Edm.Boolean
convs-quality,00d28996-ed48-4f09-800e-677bae20547f,2020-05-22T16:02:41.948Z,5,Edm.Double,true,Edm.Boolean
convs-quality,00e3eb30-ea24-45a7-b78f-9eb9f7bd32ea,2020-05-22T16:02:41.374Z,3,Edm.Double,false,Edm.Boolean
convs-quality,012124ff-1f9c-42b3-8fe6-a3bff6e3ba11,2020-05-22T16:02:38.845Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0181311c-3590-4835-80fc-8eb7a9fb77f4,2020-05-22T16:02:40.378Z,5,Edm.Double,true,Edm.Boolean
convs-quality,01f40dfe-8412-4f0a-944d-da5544e20180,2020-05-22T16:02:39.690Z,5,Edm.Double,true,Edm.Boolean
convs-quality,021f2a09-6ed5-41e8-ab24-38d1e690074c,2020-05-22T16:02:41.572Z,5,Edm.Double,true,Edm.Boolean
convs-quality,02253488-6e1c-4b91-84d0-d346d7bfb3bb,2020-05-22T16:02:39.904Z,5,Edm.Double,true,Edm.Boolean
convs-quality,02359849-967a-4a32-ad97-4414e7404325,2020-05-22T16:02:37.711Z,5,Edm.Double,true,Edm.Boolean
convs-quality,02687be3-8f56-474b-b5d3-0e555c8b20d8,2020-05-22T16:02:35.277Z,5,Edm.Double,true,Edm.Boolean
convs-quality,02a3f1f2-32ed-46f5-99f3-0e282731a932,2020-05-22T16:02:37.267Z,3,Edm.Int64,true,Edm.Boolean
convs-quality,02a4fa22-b350-4291-96ab-c80915705f25,2020-05-22T16:02:36.851Z,5,Edm.Double,true,Edm.Boolean
convs-quality,02a6d997-cf6e-4d61-b350-c2012ad5b464,2020-05-22T16:02:39.088Z,5,Edm.Double,true,Edm.Boolean
convs-quality,03899f34-be71-45ee-bcb7-bd5d7cb8bf31,2020-05-22T16:02:36.944Z,3,Edm.Double,true,Edm.Boolean
convs-quality,03c934c6-cdfe-4143-bbbf-0afe715462df,2020-05-22T16:02:38.347Z,5,Edm.Double,false,Edm.Boolean
convs-quality,03f28ae5-c253-4e0d-be7c-9996291d0040,2020-05-22T16:02:38.004Z,5,Edm.Double,true,Edm.Boolean
convs-quality,04026829-a69c-406d-9121-3942d2381f0a,2020-05-22T16:02:35.035Z,4,Edm.Double,true,Edm.Boolean
convs-quality,044c75de-68b0-44d9-891d-65aa3f4b861f,2020-05-22T16:02:42.297Z,4.5,Edm.Double,true,Edm.Boolean
convs-quality,04550bd6-5144-4864-8b02-0253bdf29d95,2020-05-22T16:02:41.820Z,5,Edm.Double,true,Edm.Boolean
convs-quality,045ece29-a805-44e5-a7c7-c1ab67a1d476,2020-05-22T16:02:42.194Z,5,Edm.Double,true,Edm.Boolean
convs-quality,04672a35-f037-4295-a27b-571da3ffe01d,2020-05-22T16:02:38.651Z,5,Edm.Double,true,Edm.Boolean
convs-quality,046bfc75-c8d9-4a2f-9898-0ebe54cb27c0,2020-05-22T16:02:38.808Z,4,Edm.Double,true,Edm.Boolean
convs-quality,04723fdc-9d43-4bd7-8824-5a16f1f94a0a,2020-05-22T16:02:42.153Z,4.5,Edm.Double,true,Edm.Boolean
convs-quality,04b64353-337d-4483-a7cc-4e53d19f3ca1,2020-05-22T16:02:39.119Z,5,Edm.Double,true,Edm.Boolean
convs-quality,05146b5f-d751-4708-9749-53d308a4c0e1,2020-05-22T16:02:41.674Z,5,Edm.Double,true,Edm.Boolean
convs-quality,05438cab-090a-47c3-9cd4-ccdcf1084dff,2020-05-22T16:02:37.079Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0564735d-a8f5-4dbb-9331-01e8a4e21218,2020-05-22T16:02:35.271Z,5,Edm.Double,true,Edm.Boolean
convs-quality,05e6487c-bf9d-4163-864f-200906d6aee1,2020-05-22T16:02:34.726Z,5,Edm.Double,true,Edm.Boolean
convs-quality,06184790-db0a-4f76-9db4-a036611f96aa,2020-05-22T16:02:39.488Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0649ab19-3d4f-4b1a-9950-1545ce46936e,2020-05-22T16:02:36.915Z,5,Edm.Double,true,Edm.Boolean
convs-quality,06639097-847a-4e2c-aaad-68a866311650,2020-05-22T16:02:37.342Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0666cdb8-5252-4391-b94e-6f1e83787049,2020-05-22T16:02:36.191Z,5,Edm.Double,true,Edm.Boolean
convs-quality,06c609c7-b903-4914-a143-408251348865,2020-05-22T16:02:34.646Z,5,Edm.Double,true,Edm.Boolean
convs-quality,06ef7857-793a-4939-a2f7-71aafca9a843,2020-05-22T16:02:41.872Z,5,Edm.Double,false,Edm.Boolean
convs-quality,07292789-cbfb-4e23-8b55-9a551448df15,2020-05-22T16:02:42.302Z,5,Edm.Double,true,Edm.Boolean
convs-quality,079c64a5-6d45-42d6-9cd5-3779df211e5a,2020-05-22T16:02:39.638Z,5,Edm.Double,true,Edm.Boolean
convs-quality,07daa2f4-423a-4a9e-9650-faaadde0eefe,2020-05-22T16:02:36.813Z,5,Edm.Double,true,Edm.Boolean
convs-quality,07de4433-cd3a-4ea2-a069-a881bfa7c2b6,2020-05-22T16:02:38.875Z,5,Edm.Double,true,Edm.Boolean
convs-quality,08a56989-a2fe-4250-91b2-ed2869307def,2020-05-22T16:02:37.962Z,4,Edm.Double,true,Edm.Boolean
convs-quality,08bb8bbd-4f1e-46bf-bbbc-e8ba682e16f8,2020-05-22T16:02:37.477Z,4,Edm.Double,true,Edm.Boolean
convs-quality,08d578f3-baa9-4478-8006-9b8166e81ae7,2020-05-22T16:02:34.855Z,5,Edm.Double,true,Edm.Boolean
convs-quality,08d8a262-7853-405e-8ab2-235b816b5528,2020-05-22T16:02:37.232Z,5,Edm.Double,true,Edm.Boolean
convs-quality,09121689-176e-4f19-acb6-9c26072155a2,2020-05-22T16:02:39.358Z,5,Edm.Double,true,Edm.Boolean
convs-quality,09823c13-82d9-4340-b982-c286c77ff666,2020-05-22T16:02:34.391Z,3,Edm.Double,true,Edm.Boolean
convs-quality,09f2ba60-6a10-497b-a552-b20dbd89b79c,2020-05-22T16:02:39.973Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0a1fb340-bc9d-49b2-bb2f-e81fc7c2bc11,2020-05-22T16:02:41.772Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0a248f2c-fdc7-4412-97fd-7dae129062f0,2020-05-22T16:02:34.468Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0a4d35cb-d77e-4bdf-afb7-ba86b6a05089,2020-05-22T16:02:35.260Z,4,Edm.Double,true,Edm.Boolean
convs-quality,0a9516e9-e7b7-4ebb-b83a-0d178a1b4422,2020-05-22T16:02:36.417Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0aab417d-4df9-4867-be6d-65d249c8f4e8,2020-05-22T16:02:40.508Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0ab0ca08-8ae5-462e-a53e-1a70bf1fa66a,2020-05-22T16:02:39.978Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0ab749ee-6bd0-4560-85c1-59aef778672a,2020-05-22T16:02:38.569Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0ac64405-3e57-4f5a-96d2-9c564e78d6e5,2020-05-22T16:02:37.584Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0acdc913-b231-41a7-9045-4efb45263036,2020-05-22T16:02:35.861Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0b2fe2ac-6757-4fa6-9a6d-3e6573071118,2020-05-22T16:02:36.084Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0b77a695-88de-4462-b59f-0659511ebf23,2020-05-22T16:02:34.821Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0b8900a2-ea25-4111-8b80-d85e70e6ec89,2020-05-22T16:02:42.176Z,5,Edm.Double,true,Edm.Boolean
convs-quality,0ba36320-b23a-491a-88b7-b598d88fd335,2020-05-22T16:02:34.702Z,5,Edm.Double,true,Edm.Boolean
